wikipedia_url,scraped_at,event_name,date_raw,event_date,venue,venue_wiki_path,location,attendance,attendance_raw,ppv_buys,ppv_buys_raw,venue_capacity,gate_revenue,gate_raw,sell_through
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rozenstruik_vs._Sakai,2025-12-11T18:58:08.687842,UFC Fight Night: Rozenstruik vs. Sakai,"June 5, 2021",2021-06-05,UFC Apex,/wiki/UFC_Apex,"Enterprise, Nevada, United States",1.0,None (behind closed doors)[1],,,1000.0,,,0.001
https://en.wikipedia.org/wiki/UFC_on_Fox:_Poirier_vs._Gaethje,2025-12-11T19:02:55.180167,UFC on Fox: Poirier vs. Gaethje,"April 14, 2018",2018-04-14,Gila River Arena,/wiki/Gila_River_Arena,"Glendale, Arizona",11382.0,"11,382[1]",,,19000.0,1085712.25,"$1,085,712.25[1]",0.5990526315789474
https://en.wikipedia.org/wiki/UFC_on_Fox:_Weidman_vs._Gastelum,2025-12-11T19:03:57.259157,UFC on Fox: Weidman vs. Gastelum,"July 22, 2017",2017-07-22,Nassau Veterans Memorial Coliseum,/wiki/Nassau_Veterans_Memorial_Coliseum,"Uniondale, New York",11918.0,"11,918[1]",,,16000.0,1088332.0,"$1,088,332[1]",0.744875
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Holm_vs._Correia,2025-12-11T19:04:06.736854,UFC Fight Night: Holm vs. Correia,"June 17, 2017",2017-06-17,Singapore Indoor Stadium,/wiki/Singapore_Indoor_Stadium,"Kallang, Singapore",8414.0,"8,414[1]",,,15000.0,839300.0,"$839,300[1]",0.5609333333333333
https://en.wikipedia.org/wiki/UFC_212,2025-12-11T19:04:10.694672,UFC 212,"June 3, 2017",2017-06-03,Jeunesse Arena,/wiki/Jeunesse_Arena,"Rio de Janeiro, Brazil",15412.0,"15,412[1]",,,18768.0,,,0.8211849957374254
https://en.wikipedia.org/wiki/UFC_211,2025-12-11T19:04:14.567970,UFC 211,"May 13, 2017",2017-05-13,American Airlines Center,/wiki/American_Airlines_Center,"Dallas,Texas",17834.0,"17,834[1]",,,21146.0,2662645.0,"$2,662,645[1]",0.8433746335004256
https://en.wikipedia.org/wiki/UFC_on_Fox:_Johnson_vs._Reis,2025-12-11T19:04:18.543253,UFC on Fox: Johnson vs. Reis,"April 15, 2017",2017-04-15,Sprint Center,/wiki/Sprint_Center,"Kansas City, Missouri",12171.0,"12,171[1]",,,19252.0,1081193.0,"$1,081,193[1]",0.6321940577602327
https://en.wikipedia.org/wiki/UFC_210,2025-12-11T19:04:20.544635,UFC 210,"April 8, 2017",2017-04-08,KeyBank Center,/wiki/KeyBank_Center,"Buffalo, New York",17110.0,"17,110[1]",300000.0,"300,000[2]",19200.0,2000000.0,"$2,000,000[1]",0.8911458333333333
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Manuwa_vs._Anderson,2025-12-11T19:04:22.632526,UFC Fight Night: Manuwa vs. Anderson,"March 18, 2017",2017-03-18,The O2Arena,/wiki/The_O2_Arena,"London,England",15761.0,"15,761[1]",,,20000.0,2015777.0,"$2,015,777[1]",0.78805
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Belfort_vs._Gastelum,2025-12-11T19:04:24.853338,UFC Fight Night: Belfort vs. Gastelum,"March 11, 2017",2017-03-11,Centro de Formação Olímpica do Nordeste,,"Fortaleza,Brazil",14069.0,"14,069[1]",,,,,,
https://en.wikipedia.org/wiki/UFC_209,2025-12-11T19:04:26.174155,UFC 209,"March 4, 2017",2017-03-04,T-Mobile Arena,/wiki/T-Mobile_Arena,"Paradise, Nevada",13150.0,"13,150[1]",,,20000.0,2385230.0,"$2,385,230[1]",0.6575
https://en.wikipedia.org/wiki/UFC_208,2025-12-11T19:04:30.862375,UFC 208,"February 11, 2017",2017-02-11,Barclays Center,/wiki/Barclays_Center,"Brooklyn,New York",15628.0,"15,628[1]",,,20000.0,2275105.0,"$2,275,105[1]",0.7814
https://en.wikipedia.org/wiki/UFC_on_Fox:_Shevchenko_vs._Pe%C3%B1a,2025-12-11T19:04:35.051062,UFC on Fox: Shevchenko vs. Peña,"January 28, 2017",2017-01-28,Pepsi Center,/wiki/Pepsi_Center,"Denver, Colorado",13233.0,"13,233[1]",,,21000.0,1020434.0,"$1,020,434[1]",0.6301428571428571
https://en.wikipedia.org/wiki/UFC_Fight_Night:_MacDonald_vs._Thompson,2025-12-11T19:05:26.686542,UFC Fight Night: MacDonald vs. Thompson,"June 18, 2016",2016-06-18,TD Place Arena,/wiki/TD_Place_Arena,"Ottawa,Ontario,Canada",10490.0,"10,490[1]",,,10575.0,1278250.0,"$1,278,250[1]",0.9919621749408983
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Almeida_vs._Garbrandt,2025-12-11T19:05:30.674558,UFC Fight Night: Almeida vs. Garbrandt,"May 29, 2016",2016-05-29,Mandalay Bay Events Center,/wiki/Mandalay_Bay_Events_Center,"Las Vegas,Nevada",5193.0,"5,193[1]",,,12000.0,359000.0,"$359,000[1]",0.43275
https://en.wikipedia.org/wiki/UFC_198,2025-12-11T19:05:32.567161,UFC 198,"May 14, 2016",2016-05-14,Arena da Baixada,/wiki/Arena_da_Baixada,"Curitiba,Brazil",45207.0,"45,207[1]",217000.0,"217,000[2][3]",42372.0,,,1.0669073916737468
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Overeem_vs._Arlovski,2025-12-11T19:05:34.545940,UFC Fight Night: Overeem vs. Arlovski,"May 8, 2016",2016-05-08,Rotterdam Ahoy,/wiki/Rotterdam_Ahoy,"Rotterdam,Netherlands",10421.0,"10,421[1]",,,,1523320.0,"$1,523,320[1]",
https://en.wikipedia.org/wiki/UFC_on_Fox:_Teixeira_vs._Evans,2025-12-11T19:05:38.503709,UFC on Fox: Teixeira vs. Evans,"April 16, 2016",2016-04-16,Amalie Arena,/wiki/Amalie_Arena,"Tampa, Florida",11273.0,"11,273[1]",,,21500.0,1057000.0,"$1,057,000[1]",0.5243255813953488
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rothwell_vs._dos_Santos,2025-12-11T19:05:40.537213,UFC Fight Night: Rothwell vs. dos Santos,"April 10, 2016",2016-04-10,Arena Zagreb,/wiki/Arena_Zagreb,"Zagreb,Croatia",13177.0,"13,177[1]",,,,549000.0,"$549,000[1]",
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hunt_vs._Mir,2025-12-11T19:05:44.185622,UFC Fight Night: Hunt vs. Mir,"March 20, 2016",2016-03-20,Brisbane Entertainment Centre,/wiki/Brisbane_Entertainment_Centre,"Brisbane, Australia",9552.0,"9,552[1]",,,14500.0,1000000.0,"$1,000,000[1]",0.6587586206896552
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Belfort_vs._Henderson_3,2025-12-11T19:06:12.549067,UFC Fight Night: Belfort vs. Henderson 3,"November 7, 2015",2015-11-07,Ginásio do Ibirapuera,/wiki/Gin%C3%A1sio_do_Ibirapuera,"São Paulo, Brazil",10628.0,"10,628[1]",,,10200.0,,,1.0419607843137255
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._Swanson,2025-12-11T19:07:29.975691,UFC Fight Night: Edgar vs. Swanson,"November 22, 2014",2014-11-22,Frank Erwin Center,/wiki/Frank_Erwin_Center,"Austin, Texas",10131.0,"10,131[1]",,,,670022.0,"$670,022[1]",
https://en.wikipedia.org/wiki/UFC_on_Fox:_Werdum_vs._Browne,2025-12-11T19:08:37.408143,UFC on Fox: Werdum vs. Browne,"April 19, 2014",2014-04-19,Amway Center,/wiki/Amway_Center,"Orlando, Florida",14410.0,"14,410[1]",,,20000.0,1651776.0,"$1,651,776[1]",0.7205
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mousasi,2025-12-11T19:08:52.369871,UFC Fight Night: Machida vs. Mousasi,"February 15, 2014",2014-02-15,Arena Jaraguá,/wiki/Arena_Jaragu%C3%A1,"Jaraguá do Sul,Brazil",7511.0,"7,511[1]",,,8000.0,,,0.938875
https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Thomson,2025-12-11T19:08:56.859311,UFC on Fox: Henderson vs. Thomson,"January 25, 2014",2014-01-25,United Center,/wiki/United_Center,"Chicago, Illinois",10895.0,"10,895[1]",,,23500.0,863655.0,"$863,655[1]",0.46361702127659576
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou,2025-12-11T19:08:59.594587,UFC Fight Night: Rockhold vs. Philippou,"January 15, 2014",2014-01-15,The Arena at Gwinnett Center,/wiki/The_Arena_at_Gwinnett_Center,"Duluth, Georgia",5822.0,"5,822[1]",,,13100.0,231951.0,"$231,951[1]",0.4444274809160305
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Saffiedine_vs._Lim,2025-12-11T19:09:02.259468,UFC Fight Night: Saffiedine vs. Lim,"January 4, 2014",2014-01-04,Marina Bay Sands,/wiki/Marina_Bay_Sands,"Marina Bay, Singapore",5216.0,"5,216[1]",,,,,,
https://en.wikipedia.org/wiki/UFC_168,2025-12-11T19:09:04.320381,UFC 168,"December 28, 2013",2013-12-28,MGM Grand Garden Arena,/wiki/MGM_Grand_Garden_Arena,"Las Vegas, Nevada",15650.0,"15,650[1]",1025000.0,"1,025,000[3]",17000.0,6238792.0,"$6,238,792[2]",0.9205882352941176
https://en.wikipedia.org/wiki/UFC_on_Fox:_Johnson_vs._Benavidez_2,2025-12-11T19:09:06.332556,UFC on Fox: Johnson vs. Benavidez 2,"December 14, 2013",2013-12-14,Sleep Train Arena,/wiki/Sleep_Train_Arena,"Sacramento, California",11573.0,"11,573[1]",,,17317.0,1066610.0,"$1,066,610[1]",0.6683028238147485
https://en.wikipedia.org/wiki/UFC_167,2025-12-11T19:09:10.124531,UFC 167,"November 16, 2013",2013-11-16,MGM Grand Garden Arena,/wiki/MGM_Grand_Garden_Arena,"Las Vegas, Nevada",14856.0,"14,856[1]",630000.0,"630,000[2]",17000.0,5759350.0,"$5,759,350[1]",0.8738823529411764
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Belfort_vs._Henderson_2,2025-12-11T19:09:12.040837,UFC Fight Night: Belfort vs. Henderson 2,"November 9, 2013",2013-11-09,Goiânia Arena,/wiki/Goi%C3%A2nia_Arena,"Goiânia, Brazil",10565.0,"10,565[1]",,,15000.0,,,0.7043333333333334
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mu%C3%B1oz,2025-12-11T19:09:16.575800,UFC Fight Night: Machida vs. Muñoz,"October 26, 2013",2013-10-26,Phones 4u Arena,/wiki/Manchester_Arena,"Manchester,United Kingdom",10355.0,"10,355[1]",,,21000.0,1500000.0,$1.5 million[1],0.4930952380952381
https://en.wikipedia.org/wiki/UFC_166,2025-12-11T19:09:18.467471,UFC 166,"October 19, 2013",2013-10-19,Toyota Center,/wiki/Toyota_Center,"Houston,Texas",17238.0,"17,238[1]",330000.0,"330,000[2]",19000.0,2500000.0,$2.5 million[1],0.9072631578947369
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Maia_vs._Shields,2025-12-11T19:09:21.158510,UFC Fight Night: Maia vs. Shields,"October 9, 2013",2013-10-09,Ginásio José Corrêa,/wiki/Gin%C3%A1sio_Jos%C3%A9_Corr%C3%AAa,"Barueri,Brazil",6621.0,"6,621[1]",,,5000.0,,,1.3242
https://en.wikipedia.org/wiki/UFC_165,2025-12-11T19:09:23.066465,UFC 165,"September 21, 2013",2013-09-21,Air Canada Centre,/wiki/Air_Canada_Centre,"Toronto,Ontario,Canada",15504.0,"15,504[1]",,,20511.0,1900000.0,$1.9 million[1],0.7558870849787919
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Teixeira_vs._Bader,2025-12-11T19:09:25.770558,UFC Fight Night: Teixeira vs. Bader,"September 4, 2013",2013-09-04,Mineirinho Arena,/wiki/Mineirinho,"Belo Horizonte, Brazil",5126.0,"5,126[1]",,,25000.0,,,0.20504
https://en.wikipedia.org/wiki/UFC_164,2025-12-11T19:09:27.675074,UFC 164,"August 31, 2013",2013-08-31,BMO Harris Bradley Center,/wiki/BMO_Harris_Bradley_Center,"Milwaukee, Wisconsin",9178.0,"9,178[1]",270000.0,"270,000[2]",20000.0,907116.0,"$907,116[1]",0.4589
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2,2025-12-11T19:09:30.661302,UFC Fight Night: Condit vs. Kampmann 2,"August 28, 2013",2013-08-28,Bankers Life Fieldhouse,/wiki/Bankers_Life_Fieldhouse,"Indianapolis, Indiana",6417.0,"6,417[1]",,,18274.0,355290.0,"$355,290[1]",0.3511546459450586
https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Sonnen,2025-12-11T18:51:31.965687,UFC Fight Night: Shogun vs. Sonnen,"August 17, 2013",2013-08-17,TD Garden,/wiki/TD_Garden,"Boston, Massachusetts",14181.0,"14,181[1]",,,21000.0,1534000.0,"$1,534,000[1]",0.6752857142857143
https://en.wikipedia.org/wiki/UFC_163,2025-12-11T19:09:32.884831,UFC 163,"August 3, 2013",2013-08-03,HSBC Arena,/wiki/HSBC_Arena_(Rio_de_Janeiro),"Rio de Janeiro, Brazil",13873.0,"13,873[1]",180000.0,"180,000[2]",18768.0,,,0.7391837169650469
https://en.wikipedia.org/wiki/UFC_on_Fox:_Johnson_vs._Moraga,2025-12-11T19:09:36.777341,UFC on Fox: Johnson vs. Moraga,"July 27, 2013",2013-07-27,KeyArena,/wiki/KeyArena,"Seattle, Washington",8967.0,"8,967[1]",,,18300.0,700081.0,"$700,081[1]",0.49
https://en.wikipedia.org/wiki/UFC_162,2025-12-11T19:09:39.183550,UFC 162,"July 6, 2013",2013-07-06,MGM Grand Garden Arena,/wiki/MGM_Grand_Garden_Arena,"Las Vegas, Nevada",12964.0,"12,964[1]",550000.0,"550,000[2]",17000.0,4826000.0,$4.826 million[1],0.7625882352941177
https://en.wikipedia.org/wiki/UFC_161,2025-12-11T19:09:41.059765,UFC 161,"June 15, 2013",2013-06-15,MTS Centre,/wiki/MTS_Centre,"Winnipeg, Manitoba,Canada",14754.0,"14,754[1]",140000.0,"140,000[2]",16345.0,3150000.0,$3.15 million[1],0.9026613643315998
https://en.wikipedia.org/wiki/UFC_160,2025-12-11T19:09:44.094516,UFC 160,"May 25, 2013",2013-05-25,MGM Grand Garden Arena,/wiki/MGM_Grand_Garden_Arena,"Las Vegas, Nevada",13880.0,"13,880[1]",380000.0,"380,000[2]",17000.0,2942000.0,$2.942 million[1],0.8164705882352942
https://en.wikipedia.org/wiki/UFC_on_FX:_Belfort_vs._Rockhold,2025-12-11T19:09:46.096787,UFC on FX: Belfort vs. Rockhold,"May 18, 2013",2013-05-18,Arena Jaraguá,/wiki/Arena_Jaragu%C3%A1,"Jaraguá do Sul,Brazil",7642.0,"7,642[1]",,,8000.0,,,0.95525
https://en.wikipedia.org/wiki/UFC_159,2025-12-11T19:09:47.880769,UFC 159,"April 27, 2013",2013-04-27,Prudential Center,/wiki/Prudential_Center,"Newark, New Jersey",15227.0,"15,227[1]",,,18711.0,2700000.0,"$2,700,000[1]",0.8137993693549249
https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Mousasi_vs._Latifi,2025-12-11T19:09:52.369037,UFC on Fuel TV: Mousasi vs. Latifi,"April 6, 2013",2013-04-06,Ericsson Globe Arena,/wiki/Ericsson_Globe_Arena,"Stockholm,Sweden",14506.0,"14,506[1]",,,16000.0,2710530.0,"$2,710,530[1]",0.906625
https://en.wikipedia.org/wiki/UFC_158,2025-12-11T19:09:54.378390,UFC 158,"March 16, 2013",2013-03-16,Bell Centre,/wiki/Bell_Centre,"Montreal,Quebec,Canada",20145.0,"20,145[1]",950000.0,"950,000[2]",22114.0,3630166.0,"$3,630,166[1]",0.9109613819299991
https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Silva_vs._Stann,2025-12-11T19:09:56.955848,UFC on Fuel TV: Silva vs. Stann,"March 3, 2013",2013-03-03,Saitama Super Arena,/wiki/Saitama_Super_Arena,"Saitama, Japan",14682.0,"14,682[1]",,,36500.0,,,0.4022465753424658
https://en.wikipedia.org/wiki/UFC_157,2025-12-11T19:09:58.767659,UFC 157,"February 23, 2013",2013-02-23,Honda Center,/wiki/Honda_Center,"Anaheim, California",13257.0,"13,257[1]",450000.0,"450,000[2]",18900.0,1350191.0,"1,350,191[1]",0.7014285714285714
https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Bar%C3%A3o_vs._McDonald,2025-12-11T19:10:01.421121,UFC on Fuel TV: Barão vs. McDonald,"February 16, 2013",2013-02-16,Wembley Arena,/wiki/Wembley_Arena,"London, United Kingdom",10349.0,"10,349[1]",,,12500.0,1300000.0,"$1,300,000[1]",0.82792
https://en.wikipedia.org/wiki/UFC_156,2025-12-11T19:10:03.394218,UFC 156,"February 2, 2013",2013-02-02,Mandalay Bay Events Center,/wiki/Mandalay_Bay_Events_Center,"Paradise, Nevada",10875.0,"10,875[1]",330000.0,"330,000[2]",12000.0,2437150.0,"$2,437,150[1]",0.90625
https://en.wikipedia.org/wiki/UFC_on_Fox:_Johnson_vs._Dodson,2025-12-11T19:10:06.030403,UFC on Fox: Johnson vs. Dodson,"January 26, 2013",2013-01-26,United Center,/wiki/United_Center,"Chicago, Illinois",16091.0,"16,091[1]",,,23500.0,1270000.0,"$1,270,000[1]",0.6847234042553192
https://en.wikipedia.org/wiki/UFC_155,2025-12-11T19:10:09.594532,UFC 155,"December 29, 2012",2012-12-29,MGM Grand Garden Arena,/wiki/MGM_Grand_Garden_Arena,"Las Vegas, Nevada",13561.0,"13,561[1]",590000.0,"590,000[2]",17000.0,3286025.0,"$3,286,025[1]",0.7977058823529412
https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Diaz,2025-12-11T19:10:11.477230,UFC on Fox: Henderson vs. Diaz,"December 8, 2012",2012-12-08,KeyArena,/wiki/KeyArena,"Seattle, Washington",14387.0,"14,387[1]",,,18300.0,1522600.0,"$1,522,600[1]",0.7861748633879782
https://en.wikipedia.org/wiki/UFC_154,2025-12-11T19:10:13.590771,UFC 154,"November 17, 2012",2012-11-17,Bell Centre,/wiki/Bell_Centre,"Montreal, Quebec, Canada",17249.0,"17,249[1]",700000.0,"700,000[2]",22114.0,3143000.0,"$3,143,000[1]",0.7800036176177987
https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le,2025-12-11T19:10:15.450172,UFC on Fuel TV: Franklin vs. Le,"November 10, 2012",2012-11-10,CotaiArena,/wiki/CotaiArena,"Macau,SAR, China",8415.0,"8,415[1]",,,14000.0,1300000.0,"$1,300,000[1]",0.6010714285714286
https://en.wikipedia.org/wiki/UFC_153,2025-12-11T19:10:17.973992,UFC 153,"October 13, 2012",2012-10-13,HSBC Arena,/wiki/HSBC_Arena_(Rio_de_Janeiro),"Rio de Janeiro,Brazil",16844.0,"16,844[1]",410000.0,"410,000[2]",18768.0,2500000.0,$2.5–$2.6 million[1],0.8974850809889173
https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot,2025-12-11T19:10:19.956083,UFC on FX: Browne vs. Bigfoot,"October 5, 2012",2012-10-05,Target Center,/wiki/Target_Center,"Minneapolis, Minnesota",7049.0,"7,049[1]",,,20500.0,358000.0,"$358,000[1]",0.34385365853658534
https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic,2025-12-11T19:10:21.804080,UFC on Fuel TV: Struve vs. Miocic,"September 29, 2012",2012-09-29,Capital FM Arena,/wiki/Capital_FM_Arena,"Nottingham,United Kingdom",7241.0,"7,241[1]",,,15865.0,970000.0,"$970,000[1]",0.45641348881185
https://en.wikipedia.org/wiki/UFC_152,2025-12-11T19:10:24.493280,UFC 152,"September 22, 2012",2012-09-22,Air Canada Centre,/wiki/Air_Canada_Centre,"Toronto, Ontario, Canada",16800.0,"16,800[1]",,,20511.0,1921000.0,"$1,921,000[1]",0.8190726927014772
https://en.wikipedia.org/wiki/UFC_150,2025-12-11T19:10:27.659283,UFC 150,"August 11, 2012",2012-08-11,Pepsi Center,/wiki/Pepsi_Center,"Denver, Colorado",13027.0,"13,027[1]",190000.0,"190,000[2]",21000.0,619955.0,"$619,955[1]",0.6203333333333333
https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera,2025-12-11T19:10:30.308072,UFC on Fox: Shogun vs. Vera,"August 4, 2012",2012-08-04,Staples Center,/wiki/Staples_Center,"Los Angeles, California",16080.0,"16,080",,,21000.0,1100000.0,"$1,100,000[1]",0.7657142857142857
https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Mu%C3%B1oz_vs._Weidman,2025-12-11T19:10:33.153862,UFC on Fuel TV: Muñoz vs. Weidman,"July 11, 2012",2012-07-11,HP Pavilion,/wiki/HP_Pavilion_at_San_Jose,"San Jose, California",4250.0,"4,250[1]",,,19190.0,163495.0,"$163,495[1]",0.22146951537258988
https://en.wikipedia.org/wiki/UFC_148,2025-12-11T19:10:36.742980,UFC 148,"July 7, 2012",2012-07-07,MGM Grand Garden Arena,/wiki/MGM_Grand_Garden_Arena,"Las Vegas,Nevada",15104.0,"15,104",925000.0,"925,000",17000.0,6901655.0,"$6,901,655",0.8884705882352941
https://en.wikipedia.org/wiki/UFC_147,2025-12-11T19:10:39.384670,UFC 147,"June 23, 2012",2012-06-23,Mineirinho Arena,/wiki/Mineirinho,"Belo Horizonte,Brazil",16643.0,"16,643",140000.0,"140,000[1]",25000.0,,,0.66572
https://en.wikipedia.org/wiki/UFC_on_FX:_Maynard_vs._Guida,2025-12-11T19:10:41.977391,UFC on FX: Maynard vs. Guida,"June 22, 2012",2012-06-22,Revel Casino,/wiki/Revel_Casino,"Atlantic City, New Jersey",4652.0,"4,652[1]",,,,,,
https://en.wikipedia.org/wiki/UFC_146,2025-12-11T19:10:44.768771,UFC 146,"May 26, 2012",2012-05-26,MGM Grand Garden Arena,/wiki/MGM_Grand_Garden_Arena,"Las Vegas, Nevada",14674.0,"14,674[1]",560000.0,"560,000[2][3]",17000.0,3428775.0,"$3,428,775[1]",0.8631764705882353
https://en.wikipedia.org/wiki/UFC_on_Fox:_Diaz_vs._Miller,2025-12-11T19:10:46.641361,UFC on Fox: Diaz vs. Miller,"May 5, 2012",2012-05-05,IZOD Center,/wiki/IZOD_Center,"East Rutherford,New Jersey",10788.0,"10,788[1]",,,20049.0,1100000.0,"$1,100,000[1]",0.5380816998354032
https://en.wikipedia.org/wiki/UFC_145,2025-12-11T19:10:48.862386,UFC 145,"April 21, 2012",2012-04-21,Philips Arena,/wiki/Philips_Arena,"Atlanta, Georgia",15545.0,"15,545[1]",,,,2200000.0,"$2,200,000[1]",
https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Gustafsson_vs._Silva,2025-12-11T19:10:51.792411,UFC on Fuel TV: Gustafsson vs. Silva,"April 14, 2012",2012-04-14,Ericsson Globe Arena,/wiki/Ericsson_Globe,"Stockholm,Sweden",15428.0,"15,428[1]",,,16000.0,2230000.0,"$2,230,000[1]",0.96425
https://en.wikipedia.org/wiki/UFC_on_FX:_Alves_vs._Kampmann,2025-12-11T19:10:54.622991,UFC on FX: Alves vs. Kampmann,"March 3, 2012",2012-03-03,Allphones Arena,/wiki/Allphones_Arena,"Sydney, Australia",14537.0,"14,537[1]",,,1800021032.0,2200000.0,"$2,200,000[1]",8.076016747342095e-06
https://en.wikipedia.org/wiki/UFC_144,2025-12-11T19:10:56.591485,UFC 144,"February 26, 2012",2012-02-26,Saitama Super Arena,/wiki/Saitama_Super_Arena,"Saitama,Japan",21000.0,"21,000 (paid: 18,000)",375000.0,"375,000[1]",36500.0,,,0.5753424657534246
https://en.wikipedia.org/wiki/UFC_143,2025-12-11T19:10:59.859344,UFC 143,"February 4, 2012",2012-02-04,Mandalay Bay Events Center,/wiki/Mandalay_Bay_Events_Center,"Las Vegas,Nevada",9015.0,"9,015[1]",400000.0,"400,000",12000.0,2400000.0,"$2,400,000[1]",0.75125
https://en.wikipedia.org/wiki/UFC_on_FX:_Guillard_vs._Miller,2025-12-11T19:11:03.946429,UFC on FX: Guillard vs. Miller,"January 20, 2012",2012-01-20,Bridgestone Arena,/wiki/Bridgestone_Arena,"Nashville,Tennessee",7728.0,"7,728[1]",,,20000.0,334860.0,"$334,860[1]",0.3864
https://en.wikipedia.org/wiki/UFC_142,2025-12-11T19:11:06.023491,UFC 142,"January 14, 2012",2012-01-14,HSBC Arena,/wiki/HSBC_Arena_(Rio_de_Janeiro),"Rio de Janeiro,Brazil",10605.0,"10,605[1]",235000.0,"235,000[2]",18768.0,,,0.5650575447570333
https://en.wikipedia.org/wiki/UFC_141,2025-12-11T19:11:07.845362,UFC 141,"December 30, 2011",2011-12-30,MGM Grand Garden Arena,/wiki/MGM_Grand_Garden_Arena,"Las Vegas, Nevada",13793.0,"13,793[1]",750000.0,"750,000[2][3]",17000.0,3100000.0,"$3,100,000[1]",0.8113529411764706
https://en.wikipedia.org/wiki/UFC_140,2025-12-11T19:11:09.918738,UFC 140,"December 10, 2011",2011-12-10,Air Canada Centre,/wiki/Air_Canada_Centre,"Toronto,Ontario, Canada",18303.0,"18,303",,,20511.0,3900000.0,"$3,900,000",0.8923504461020916
https://en.wikipedia.org/wiki/UFC_139,2025-12-11T19:11:11.868067,UFC 139,"November 19, 2011",2011-11-19,HP Pavilion,/wiki/HP_Pavilion_at_San_Jose,"San Jose,California",13832.0,"13,832[1]",290000.0,"290,000[2]",19190.0,1268000.0,"$1,268,000[1]",0.7207920792079208
https://en.wikipedia.org/wiki/UFC_on_Fox:_Velasquez_vs._dos_Santos,2025-12-11T19:11:13.892886,UFC on Fox: Velasquez vs. dos Santos,"November 12, 2011",2011-11-12,Honda Center,/wiki/Honda_Center,"Anaheim,California",11607.0,"11,607[1]",,,18900.0,1072187.0,"$1,072,187[1]",0.6141269841269841
https://en.wikipedia.org/wiki/UFC_138,2025-12-11T18:51:29.861792,UFC 138,"November 5, 2011",2011-11-05,LG Arena,/wiki/LG_Arena_(Birmingham),"Birmingham, United Kingdom",10823.0,"10,823[1]",,,15685.0,1500000.0,"$1,500,000[1]",0.690022314313038
https://en.wikipedia.org/wiki/UFC_137,2025-12-11T19:11:15.805074,UFC 137,"October 29, 2011",2011-10-29,Mandalay Bay Events Center,/wiki/Mandalay_Bay_Events_Center,"Las Vegas, Nevada",10313.0,"10,313[1]",280000.0,"280,000[2]",12000.0,3900650.0,"$3,900,650[1]",0.8594166666666667
https://en.wikipedia.org/wiki/UFC_136,2025-12-11T19:11:17.678213,UFC 136,"October 8, 2011",2011-10-08,Toyota Center,/wiki/Toyota_Center_(Houston),"Houston,Texas",16164.0,"16,164[1]",225000.0,"225,000[2]",19000.0,2230000.0,"$2,230,000[1]",0.8507368421052631
https://en.wikipedia.org/wiki/UFC_Live:_Cruz_vs._Johnson,2025-12-11T19:11:19.740625,UFC Live: Cruz vs. Johnson,"October 1, 2011",2011-10-01,Verizon Center,/wiki/Capital_One_Arena,"Washington, D.C.",9380.0,"9,380[1]",,,20356.0,706775.0,"$706,775[1]",0.4607977991746905
https://en.wikipedia.org/wiki/UFC_135,2025-12-11T19:11:21.677758,UFC 135,"September 24, 2011",2011-09-24,Pepsi Center,/wiki/Pepsi_Center,"Denver,Colorado",16344.0,"16,344[1]",520000.0,"520,000[2]",21000.0,2089575.0,"$2,089,575[1]",0.7782857142857142
